Age,Income,Family,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
47,33,1,1,0,0,0,0,1,1
62,55,3,3,0,0,0,0,1,0
52,33,2,2,0,0,0,0,0,1
47,190,4,3,305,1,0,0,0,0
42,43,1,3,158,0,0,0,0,0
65,45,3,3,0,0,0,0,1,0
42,141,1,1,0,0,0,0,0,0
40,69,4,1,0,0,0,0,1,0
32,78,4,2,0,0,0,0,1,0
40,84,1,3,0,0,0,0,1,0
55,172,1,2,0,1,0,0,0,0
32,51,4,1,154,0,1,0,0,1
58,75,1,3,0,0,0,0,1,0
46,183,1,2,0,1,0,1,1,1
53,20,4,3,0,0,0,0,1,1
63,101,2,3,294,1,0,0,1,0
40,129,1,3,0,1,0,0,1,0
41,63,2,1,0,0,0,0,0,0
60,44,4,1,0,0,0,0,0,0
65,184,1,3,176,1,0,1,1,1
59,100,2,1,127,0,0,0,0,0
48,12,3,1,0,0,0,0,0,0
59,68,2,3,128,0,1,0,1,0
33,48,1,1,212,0,0,0,1,0
40,82,2,1,0,0,0,0,0,0
42,52,2,1,0,0,0,0,0,0
65,154,2,2,0,1,1,1,1,1
30,39,1,1,0,0,0,0,0,1
30,40,1,1,0,0,0,1,1,1
42,54,4,3,164,0,0,0,0,0
32,32,2,2,103,0,0,1,1,1
55,64,2,3,0,0,0,0,0,0
29,92,2,1,287,0,0,0,1,0
64,40,1,3,94,0,0,0,1,1
37,60,3,3,0,0,0,0,1,0
31,85,2,1,119,0,0,0,1,1
25,21,4,1,90,0,0,0,1,0
31,35,1,3,171,0,0,0,0,0
32,52,2,1,0,0,0,0,1,0
58,128,1,1,0,0,0,0,0,0
26,195,1,1,0,0,0,0,0,0
51,68,2,2,117,0,0,0,0,1
65,55,2,1,0,0,0,0,0,0
43,55,1,1,0,0,0,0,1,0
46,80,4,1,0,0,0,0,1,1
28,123,1,1,146,0,0,0,0,0
63,90,4,2,106,0,1,0,1,0
59,61,1,3,0,0,0,0,0,0
42,41,3,2,0,0,0,0,1,0
58,43,2,3,0,0,0,0,1,0
39,71,3,1,162,0,1,0,1,0
36,25,4,1,0,0,0,0,1,0
60,154,1,2,0,1,1,1,1,0
47,141,1,1,0,0,0,0,0,0
29,22,2,3,110,0,0,0,0,0
52,145,2,1,0,0,0,0,1,0
41,49,3,3,0,0,0,0,1,0
63,109,1,1,0,0,0,0,1,0
59,80,3,1,0,0,0,0,1,1
44,82,4,2,201,0,0,0,1,1
54,52,4,1,0,0,0,0,1,0
29,85,3,1,0,0,0,0,1,1
51,148,1,1,0,0,0,0,0,0
63,160,2,1,0,0,0,0,0,1
36,39,4,1,0,0,0,0,1,0
42,25,2,3,0,0,0,0,0,1
51,33,1,3,0,0,0,0,1,1
47,38,3,2,0,0,0,0,0,0
40,85,4,3,0,0,0,0,1,1
54,48,1,1,0,0,0,0,1,0
47,15,4,3,77,0,0,0,1,0
35,94,1,1,174,0,0,0,1,0
28,120,2,1,0,0,0,0,1,0
45,60,1,3,159,0,0,0,1,0
33,145,2,1,277,0,0,0,0,1
62,29,2,3,0,0,0,0,0,0
45,78,3,2,0,0,0,0,1,0
59,59,4,2,0,0,0,0,1,0
58,80,2,3,0,0,0,0,0,1
52,180,1,1,0,0,0,0,1,1
34,8,3,2,83,0,0,0,1,0
65,23,1,3,0,0,0,0,1,0
48,79,2,3,0,0,0,0,1,0
44,78,2,3,268,0,0,0,0,0
61,64,1,2,0,0,0,0,0,1
40,64,4,3,0,0,0,0,1,1
65,160,4,1,237,1,0,0,1,0
28,43,1,3,102,0,0,0,0,0
67,32,1,3,0,0,0,0,0,1
35,179,2,1,76,0,1,0,1,0
60,8,1,1,0,0,0,0,1,0
58,63,1,1,0,0,1,0,1,0
55,40,2,3,0,0,1,0,1,0
34,99,4,2,155,0,0,0,1,0
35,141,2,2,0,1,0,0,0,0
28,159,1,1,0,0,0,0,1,1
38,39,2,1,174,0,0,0,1,0
62,99,4,2,0,0,0,0,0,0
30,18,4,2,0,0,0,0,1,1
38,38,2,1,0,0,0,0,1,1
33,133,1,1,0,0,0,0,1,0
58,84,2,1,0,0,0,0,1,1
59,60,1,2,0,0,0,0,1,1
52,178,3,3,147,1,0,0,1,0
36,18,1,3,0,0,0,0,0,1
45,73,1,3,0,0,0,0,1,0
49,125,1,1,0,0,0,0,0,0
52,91,1,2,0,1,0,1,1,1
54,74,2,1,0,0,0,0,1,0
30,35,2,2,0,0,1,0,0,1
65,113,1,1,0,0,0,0,1,1
34,52,4,2,0,0,0,0,0,0
30,191,2,2,0,1,0,0,1,0
51,18,1,3,93,0,0,0,0,1
52,25,2,1,0,0,0,0,1,1
43,50,4,3,0,0,0,0,0,0
35,75,4,3,0,0,0,0,1,1
56,92,2,3,0,0,1,0,0,1
57,33,2,2,0,0,0,0,1,0
58,65,3,3,0,0,0,0,0,0
53,44,3,1,0,0,0,0,0,0
45,183,2,1,354,0,0,0,0,0
44,175,2,1,0,0,0,0,1,1
54,28,4,3,0,0,0,0,1,1
41,49,4,2,0,0,0,0,0,0
52,45,4,1,0,0,0,0,1,0
43,64,4,3,221,1,0,0,1,0
63,22,3,3,90,0,0,0,1,0
54,120,1,1,119,0,0,0,1,1
33,175,2,1,102,0,0,0,1,0
25,101,4,3,256,0,0,0,0,1
41,104,1,3,0,0,0,0,1,0
40,155,4,3,0,1,0,1,1,1
43,58,1,1,0,0,0,0,0,0
36,80,4,2,0,0,0,0,1,0
57,45,1,3,195,0,0,0,0,0
34,134,1,1,164,0,1,0,1,0
38,58,4,3,153,0,1,0,0,0
47,20,1,1,0,0,0,0,1,1
39,25,4,3,0,0,0,0,1,0
45,55,1,1,0,0,0,0,1,1
62,155,1,1,0,0,0,0,0,0
59,30,1,1,0,0,0,0,1,1
61,39,4,1,0,0,0,0,1,1
36,73,4,3,188,0,0,0,1,0
58,41,4,1,0,0,0,0,1,0
55,34,4,3,157,0,0,0,1,0
29,21,3,3,119,0,0,0,0,0
34,11,4,1,0,0,1,1,1,1
61,154,2,1,0,0,0,0,0,0
50,19,4,3,0,0,0,0,0,0
52,101,2,2,0,0,0,0,1,0
39,24,1,1,116,0,0,0,1,1
55,131,2,1,0,0,1,0,0,0
33,105,1,1,0,0,0,0,1,0
47,52,1,2,194,0,0,0,0,0
57,21,4,2,113,0,1,0,0,0
57,45,3,1,198,0,0,0,1,0
40,39,1,1,0,0,0,0,1,0
50,192,2,1,238,0,0,0,0,1
29,195,1,1,0,0,0,0,0,0
46,83,3,1,0,0,0,0,0,0
42,34,3,2,0,0,1,0,1,0
59,49,4,2,104,0,0,0,1,0
31,60,4,3,244,0,0,0,0,0
51,41,4,1,0,0,0,0,0,0
35,72,3,1,285,0,0,0,0,0
59,102,4,2,115,1,0,0,1,0
35,31,3,1,0,0,0,0,0,0
46,73,1,2,128,0,0,0,1,0
34,89,1,1,0,0,0,0,1,0
55,19,4,3,121,0,1,0,0,1
64,63,4,2,0,0,0,0,1,0
34,104,3,3,0,0,0,0,1,0
61,40,1,2,128,0,0,0,1,0
63,92,2,3,0,0,0,0,1,0
59,72,2,2,226,0,0,0,0,0
51,44,3,2,141,0,0,0,0,0
41,114,4,1,0,1,0,0,0,1
37,73,4,1,0,0,0,0,0,0
64,63,4,2,0,0,1,0,0,1
44,69,1,3,184,0,0,1,1,1
62,42,3,1,0,0,0,0,1,0
50,88,1,1,0,0,0,0,1,0
43,98,2,1,0,0,0,0,1,0
34,65,1,1,227,1,0,0,1,0
38,12,2,2,104,0,1,0,1,0
29,122,4,1,0,1,0,0,0,1
39,12,2,3,0,0,0,0,0,0
53,24,2,1,0,0,0,0,0,1
43,170,4,1,318,1,0,1,1,1
61,184,4,2,342,1,0,1,1,1
46,25,4,3,125,0,0,0,0,0
57,131,2,1,0,0,0,0,0,0
59,50,2,3,0,0,0,0,0,1
52,21,2,1,0,0,1,0,1,0
29,55,3,2,0,0,0,0,1,0
57,124,1,2,0,1,0,0,1,0
49,58,4,1,188,0,0,0,0,0
39,72,2,1,0,0,0,0,1,0
56,192,1,3,0,1,0,1,1,0
63,83,3,2,0,0,0,0,1,0
37,93,1,1,0,0,1,0,1,0
56,38,3,3,110,0,1,0,1,0
45,55,4,3,164,0,1,0,0,0
66,11,3,3,0,0,1,0,0,1
40,85,2,1,0,0,1,0,0,0
50,124,1,1,266,0,0,0,1,0
60,129,2,1,0,0,0,0,1,0
31,180,1,1,0,0,0,0,0,0
40,74,4,2,0,0,0,0,1,0
36,138,1,3,86,1,0,0,1,0
55,111,2,3,0,1,0,0,0,1
54,83,3,1,0,0,0,0,1,0
35,33,4,1,87,0,0,0,1,0
55,21,4,3,0,0,0,0,0,0
36,35,2,1,98,0,0,0,1,0
66,105,1,3,0,0,1,1,1,1
38,103,1,2,0,0,0,0,0,1
58,75,2,3,0,0,0,0,0,0
41,33,1,1,104,0,0,0,0,0
60,52,4,2,0,0,1,0,1,0
47,89,1,2,0,0,1,1,1,1
62,63,1,3,0,0,0,0,0,0
48,84,4,2,0,1,1,1,1,0
61,44,4,1,0,0,0,0,0,0
29,29,3,1,0,0,0,0,1,1
45,29,1,3,0,0,0,0,1,0
39,22,2,2,0,0,0,0,1,0
31,53,4,1,114,0,0,0,1,0
39,24,2,2,0,0,0,0,1,0
63,153,1,1,455,0,0,0,0,0
28,31,2,2,0,0,1,0,1,0
56,21,2,2,0,0,0,0,1,0
31,180,2,1,0,0,0,0,0,0
46,82,3,2,0,0,0,0,1,1
42,90,4,1,245,0,1,0,0,0
53,154,4,3,0,1,0,0,0,0
41,99,2,2,0,0,0,0,1,1
61,153,1,2,0,1,1,1,0,1
31,93,2,2,0,1,0,0,1,0
62,53,1,2,0,0,0,0,0,0
59,18,3,2,104,0,0,1,1,1
49,70,1,1,0,0,0,0,0,0
65,100,4,3,0,0,0,0,0,1
30,193,3,3,0,1,0,0,1,0
32,125,1,1,0,0,0,0,1,1
56,68,2,3,0,0,1,0,1,0
36,55,1,1,95,0,0,0,1,0
58,152,4,3,0,1,0,0,0,0
27,84,3,1,0,0,0,0,1,1
41,13,2,3,0,0,0,0,1,0
59,33,4,1,131,0,0,0,0,1
56,89,4,2,90,0,1,0,1,0
52,93,1,1,0,0,0,0,1,0
35,68,4,3,0,0,0,0,0,0
47,85,2,2,0,0,0,0,0,1
29,73,1,2,0,0,0,0,1,0
31,83,4,2,106,0,0,0,1,0
62,158,2,3,0,1,0,0,1,0
48,182,4,3,0,1,0,0,1,0
26,24,2,3,123,0,0,0,0,1
60,102,2,1,0,0,0,0,1,1
35,53,3,1,0,0,0,0,0,0
40,175,2,1,0,0,0,0,1,0
31,28,3,1,0,0,0,0,1,0
50,14,4,1,0,0,0,0,1,0
33,139,1,3,106,1,0,1,1,1
37,34,3,1,0,0,0,0,1,0
38,64,1,3,0,0,0,0,0,1
63,84,4,2,0,0,0,0,0,0
57,42,3,2,0,0,1,0,1,0
61,63,1,1,0,0,0,0,1,0
37,100,3,3,341,0,0,0,1,1
51,190,2,2,0,1,0,0,1,0
44,22,1,1,91,0,0,0,0,0
63,20,1,2,0,0,1,0,0,1
43,21,2,2,0,0,0,0,1,1
38,25,4,2,101,0,0,0,1,0
34,20,4,3,0,0,0,0,1,0
48,173,3,1,0,1,0,1,1,1
29,81,2,1,0,0,0,0,0,1
37,139,2,2,421,1,0,0,1,0
60,119,2,1,0,0,1,0,1,0
46,74,4,3,104,0,0,0,1,0
34,42,1,2,131,0,0,0,0,0
56,73,2,1,0,0,0,0,0,0
57,114,4,1,0,1,1,1,1,0
62,44,2,3,0,0,0,0,0,0
32,141,2,1,0,0,0,0,0,0
51,14,2,1,103,0,0,0,1,0
55,33,2,3,0,0,0,0,0,0
60,83,2,1,249,0,0,0,0,0
40,89,4,1,155,0,0,0,1,0
62,39,4,1,0,0,1,0,1,0
63,83,3,3,0,0,0,0,1,1
60,108,2,1,359,0,0,0,1,0
59,21,3,2,0,0,0,0,1,1
26,102,1,1,0,0,0,0,0,0
56,48,1,3,0,0,0,0,0,1
58,32,3,1,0,0,0,0,1,0
57,43,1,1,0,0,0,0,0,0
48,35,4,2,118,0,0,0,0,0
30,184,1,1,0,0,0,0,1,0
45,140,2,1,132,0,0,0,0,0
64,32,3,2,0,0,0,0,1,1
44,149,1,1,0,0,0,0,1,0
51,15,4,3,0,0,0,0,0,1
43,71,3,2,0,0,0,0,0,0
29,108,4,2,0,0,0,0,0,0
56,122,2,1,0,0,0,0,0,1
65,40,3,3,0,0,0,0,1,0
46,198,2,1,0,0,0,0,0,1
48,79,4,2,0,0,1,0,0,1
56,84,1,3,0,0,0,0,1,0
61,31,3,2,0,0,0,0,0,1
46,12,4,3,0,0,0,0,0,1
58,88,2,1,0,0,0,0,1,1
31,29,2,2,131,0,0,0,1,1
27,201,1,1,158,0,0,0,1,0
44,20,1,3,0,0,0,0,0,0
44,15,1,1,0,0,0,0,1,0
51,155,2,1,107,0,0,0,0,1
39,25,3,2,0,0,0,0,1,0
32,200,2,1,565,0,0,0,1,0
33,101,1,2,233,0,0,0,0,0
40,19,4,2,0,0,0,0,1,1
36,188,2,1,0,0,0,0,1,1
52,8,1,1,0,0,0,0,1,0
54,59,2,3,152,0,0,0,1,0
26,72,4,1,0,0,1,1,1,0
39,55,1,3,0,0,0,0,1,0
46,24,3,2,0,0,0,0,1,0
57,19,1,1,0,0,0,0,1,0
59,71,2,3,150,0,0,0,1,1
52,54,2,2,0,0,0,0,0,1
52,28,1,3,0,0,0,0,1,0
50,25,4,3,0,0,0,0,1,0
41,51,2,3,0,0,0,0,0,1
43,125,3,1,0,1,0,0,1,0
25,88,2,2,319,0,0,0,1,1
40,125,2,1,0,0,0,0,1,0
35,79,4,3,182,0,0,0,1,0
60,31,3,2,0,0,0,0,1,1
57,131,2,1,394,0,0,0,0,1
44,70,1,2,230,0,1,0,0,0
61,38,3,3,82,0,0,0,1,1
33,83,1,1,0,0,1,1,1,1
45,59,1,1,0,0,1,1,1,0
45,121,1,1,0,0,0,0,0,0
64,42,2,3,137,0,0,0,1,0
50,32,4,1,109,0,0,0,1,0
28,29,4,1,135,0,0,0,1,0
37,40,2,2,0,0,1,0,0,1
62,25,3,3,0,0,0,0,1,1
29,21,4,2,89,0,0,0,0,1
49,79,3,2,151,0,0,0,1,0
46,52,2,3,221,0,0,0,0,0
60,61,4,2,229,0,0,0,0,0
55,25,2,1,0,0,0,0,0,0
33,155,1,3,0,1,0,0,0,0
53,25,2,1,0,0,0,0,1,0
50,80,4,1,0,0,0,0,1,0
28,55,4,2,0,0,0,0,1,1
42,23,2,3,0,0,0,0,0,0
33,60,1,1,0,0,0,0,1,1
40,54,2,1,0,0,0,0,0,0
31,44,4,1,0,0,0,0,0,0
41,33,4,2,0,0,0,0,1,0
52,45,2,2,121,0,0,0,0,1
65,55,4,3,89,0,0,0,1,1
48,134,1,1,0,0,0,0,0,1
45,44,3,2,0,0,0,0,1,0
26,149,2,1,154,0,0,0,0,0
64,22,2,3,0,0,1,0,0,0
41,74,3,2,0,0,0,0,1,0
43,128,4,1,84,1,0,0,0,0
60,62,4,1,0,0,0,0,0,0
62,9,1,1,94,0,0,0,0,0
46,9,2,3,0,0,0,0,1,0
36,15,2,2,119,0,0,0,0,0
31,28,4,1,0,0,0,0,0,0
43,83,3,3,0,0,0,0,0,1
46,73,1,3,117,0,0,0,0,0
50,42,4,2,151,0,0,0,1,0
52,34,2,2,114,0,0,0,1,1
27,32,3,2,0,0,0,0,0,0
34,68,1,1,0,0,0,0,1,0
49,82,1,1,267,0,0,0,1,0
52,19,2,2,0,0,0,0,0,1
37,60,2,1,181,0,0,0,0,1
53,192,1,1,601,0,0,0,1,0
54,119,3,1,0,1,1,1,0,0
29,190,2,1,0,0,0,0,1,0
35,34,1,2,0,0,0,0,0,0
32,44,4,1,0,0,1,1,1,1
38,23,4,3,0,0,0,0,1,0
44,171,4,1,567,1,0,1,1,1
44,43,1,3,0,0,1,0,0,1
48,139,1,1,0,0,0,1,1,1
46,118,1,1,0,0,0,1,1,1
35,113,3,3,0,1,0,0,1,0
56,98,3,3,0,1,0,0,0,0
49,70,1,1,0,0,0,0,0,1
57,42,2,3,0,0,0,0,1,0
35,143,1,1,0,0,0,0,1,1
44,185,3,1,0,1,0,0,1,0
38,28,4,2,100,0,0,0,1,0
57,45,3,1,181,0,1,1,1,1
35,78,1,2,0,0,0,0,0,0
29,121,2,1,0,0,0,0,0,0
58,59,1,1,0,0,0,0,1,0
40,64,4,1,0,0,1,0,1,0
51,15,2,1,114,0,0,0,1,0
61,10,1,1,0,0,0,0,0,0
46,61,2,3,0,0,0,0,0,0
55,50,4,1,0,0,0,0,1,0
35,79,4,3,0,0,1,0,1,0
60,35,1,1,0,0,0,0,1,0
28,11,4,3,0,0,0,0,0,0
43,128,1,1,0,0,0,0,1,0
61,55,3,3,0,0,0,0,1,1
48,79,3,2,0,0,0,0,1,0
65,18,2,1,0,0,1,1,1,1
45,91,2,2,0,0,1,0,1,0
36,9,4,3,0,0,0,0,0,1
45,62,2,3,0,0,0,0,1,0
60,59,1,1,231,0,0,0,1,0
47,25,1,1,148,0,0,0,1,0
32,54,4,1,0,0,1,0,1,0
48,112,1,2,86,1,1,1,1,0
33,125,1,1,0,0,0,0,1,1
49,194,4,2,0,1,0,0,0,1
56,161,1,3,0,1,1,0,0,0
59,35,1,1,171,0,0,0,0,0
56,113,2,1,352,0,0,0,0,1
30,25,2,2,0,0,0,0,0,0
59,45,3,3,0,0,0,0,1,0
38,119,2,1,221,0,0,0,0,0
47,30,4,2,115,0,0,0,1,1
54,79,4,2,0,0,1,0,1,0
34,178,1,3,0,1,0,0,0,0
41,23,2,2,118,0,0,0,0,0
47,171,2,1,284,0,0,0,1,1
44,74,4,3,0,0,0,0,0,0
43,103,3,1,180,0,0,0,1,1
31,99,1,1,0,0,0,0,1,0
28,43,4,3,0,0,0,0,1,1
55,23,4,3,88,0,0,0,0,0
42,91,1,2,199,0,0,0,1,1
53,93,1,2,256,0,0,0,1,0
30,154,1,1,0,0,0,0,0,0
65,21,3,3,0,0,0,0,0,1
43,65,2,3,0,0,0,0,1,0
56,15,1,2,0,0,0,0,1,0
25,52,3,3,159,0,0,0,0,0
35,30,3,1,0,0,1,1,1,1
50,42,1,2,0,0,0,0,1,0
36,20,4,1,97,0,0,0,1,0
34,60,4,2,0,0,0,0,0,1
32,54,4,3,167,0,0,0,0,0
51,60,4,1,97,0,0,0,1,0
52,41,3,2,0,0,0,0,1,0
65,30,3,2,0,0,0,0,1,1
51,21,2,2,0,0,0,0,1,0
37,105,1,2,0,0,0,0,0,1
35,65,3,1,240,0,0,0,1,0
67,20,2,1,80,0,0,0,0,0
30,179,3,1,142,1,0,0,1,0
62,161,1,1,0,0,1,1,1,1
42,82,1,3,0,0,0,0,1,0
48,43,1,2,112,0,0,0,1,0
61,61,2,1,0,0,0,0,0,0
36,90,4,3,0,0,1,0,0,0
48,90,1,2,334,0,0,0,1,0
65,21,2,1,0,0,0,0,0,0
25,118,1,1,0,0,0,0,1,1
55,44,2,2,0,0,0,0,1,0
63,110,1,3,0,1,0,0,0,0
31,99,4,2,268,0,0,0,0,0
43,98,3,1,0,0,0,0,0,0
28,69,3,2,80,0,0,0,1,0
37,82,3,2,218,0,0,0,1,1
27,112,3,1,389,0,1,0,1,0
62,123,1,1,0,0,0,0,0,0
51,78,1,2,0,0,0,0,1,0
56,59,3,1,159,0,1,0,1,0
56,78,3,2,0,0,0,0,0,0
44,49,4,3,89,0,0,0,1,0
46,82,3,2,0,0,0,0,0,0
56,125,3,1,342,1,0,1,1,1
56,185,1,1,0,0,0,0,0,0
57,163,1,1,0,0,0,0,1,0
31,19,4,3,104,0,0,1,1,1
65,115,4,2,0,0,0,0,0,0
31,81,2,2,0,0,0,1,1,1
36,93,1,3,0,0,0,0,1,0
56,111,4,1,372,1,1,1,1,0
52,184,1,1,0,0,0,0,0,0
42,50,4,2,0,0,0,0,0,0
55,55,3,1,0,0,0,0,0,1
49,13,1,3,101,0,1,0,0,0
51,29,4,1,0,0,0,0,1,1
26,72,4,1,0,0,0,0,1,0
32,83,1,2,0,0,1,0,0,1
54,98,1,3,0,0,0,0,0,0
50,43,4,1,0,0,0,0,1,0
59,34,1,1,0,0,0,0,1,0
61,10,4,2,0,0,0,0,1,0
43,201,2,1,0,0,1,0,1,0
39,85,3,3,107,0,0,0,1,1
56,50,3,3,0,0,0,0,0,0
38,91,2,1,0,0,0,0,1,0
25,112,2,1,241,0,0,0,1,0
42,98,2,1,275,0,0,0,1,0
42,115,1,1,0,0,0,0,0,0
50,22,4,2,112,0,0,0,1,0
56,101,3,2,0,0,0,0,0,1
43,83,2,3,112,0,0,0,0,0
60,52,3,2,0,0,0,0,0,0
42,191,3,2,0,1,1,1,1,0
57,134,4,1,198,1,0,0,1,0
48,54,1,2,186,0,0,0,1,0
37,69,3,1,0,0,1,0,0,0
57,64,3,3,0,0,0,0,1,0
62,53,4,3,142,0,0,0,0,0
39,118,2,3,246,1,0,1,1,1
38,19,2,2,120,0,0,0,0,1
54,31,2,3,0,0,0,0,0,0
45,63,1,3,245,0,0,0,1,1
39,25,1,3,0,0,0,0,0,0
45,22,1,1,0,0,0,0,1,0
62,78,1,3,0,0,0,0,0,0
43,81,1,1,218,0,0,0,1,0
30,41,1,2,0,0,0,0,1,0
35,62,3,1,0,0,0,0,0,0
58,35,1,3,0,0,0,0,1,0
44,30,1,3,0,0,0,0,1,0
56,51,3,2,0,0,0,0,1,0
28,140,2,1,0,0,0,0,1,0
64,73,3,1,185,0,0,0,0,0
63,40,4,2,0,0,0,0,1,0
44,69,1,3,0,0,0,0,1,1
34,191,1,3,0,1,0,1,1,1
50,82,3,2,0,0,0,0,1,0
51,181,1,3,589,1,1,1,1,0
30,38,1,3,0,0,0,0,1,0
55,23,2,1,0,0,0,0,1,0
57,55,1,3,0,0,0,0,1,0
43,58,2,1,0,0,0,0,1,0
61,29,2,2,0,0,0,0,1,0
49,39,4,1,0,0,0,0,0,0
52,39,3,2,83,0,0,1,1,1
57,30,3,1,151,0,1,0,1,0
53,58,4,3,0,0,0,0,1,1
52,62,1,3,231,0,0,0,1,0
39,62,4,1,86,0,0,0,0,0
58,19,1,3,0,0,0,0,0,0
36,38,1,2,0,0,0,0,0,0
45,84,4,3,0,0,0,0,1,1
30,78,1,2,0,0,0,0,1,0
49,22,4,1,83,0,0,0,1,0
44,81,4,3,277,0,0,0,1,0
43,32,3,2,0,0,0,0,1,0
42,89,4,1,184,0,0,0,0,0
29,121,2,1,0,0,0,0,1,0
28,42,1,1,0,0,0,0,1,1
50,130,1,1,0,0,0,0,0,0
44,30,4,2,0,0,0,0,1,0
52,114,1,1,0,0,0,0,0,0
28,155,1,1,0,0,0,0,0,0
62,50,2,1,0,0,0,0,0,1
34,34,1,2,111,0,0,0,0,1
45,94,3,3,0,0,0,0,1,0
52,114,2,2,0,0,0,0,0,0
43,89,3,3,108,0,0,0,0,1
54,49,1,3,0,0,0,0,1,0
64,115,1,1,0,0,0,0,1,1
27,148,1,1,397,0,0,0,1,1
42,72,4,2,203,0,0,0,0,1
28,114,4,3,0,0,0,0,1,0
47,11,2,1,78,0,0,0,0,0
39,63,4,3,242,0,0,0,0,0
29,113,2,1,0,0,0,0,1,1
39,80,2,1,0,0,0,0,1,0
41,54,3,3,0,0,0,0,1,1
37,32,2,3,0,0,1,0,1,0
41,11,1,1,0,0,0,0,0,0
45,141,1,1,0,0,0,0,1,0
52,84,3,2,0,0,0,0,1,0
58,18,3,2,110,0,0,0,1,0
31,20,2,1,0,0,0,0,0,0
26,55,4,2,175,0,0,0,1,0
31,31,4,2,79,0,0,0,0,0
42,114,2,1,0,0,0,0,0,0
56,52,3,2,0,0,1,1,1,1
52,18,1,1,120,0,0,0,1,0
59,55,1,3,0,0,1,0,0,0
32,29,1,3,76,0,0,0,1,1
46,30,3,1,0,0,0,0,0,0
52,38,2,1,0,0,0,0,0,1
30,122,2,1,0,0,0,0,0,0
32,183,1,1,0,0,0,0,0,0
35,41,1,2,0,0,0,0,0,0
49,38,1,3,0,0,0,0,0,0
54,61,1,3,0,0,0,0,1,0
56,103,3,3,0,1,0,0,0,0
48,80,2,2,0,0,0,0,1,0
28,22,1,2,0,0,0,0,1,0
44,128,2,2,0,1,0,0,0,1
30,142,3,1,359,1,0,0,0,0
44,124,1,1,0,0,0,0,1,1
30,44,1,3,143,0,0,0,0,0
47,170,2,2,0,1,0,1,1,1
64,75,4,2,0,0,0,1,1,1
48,78,3,2,0,0,0,0,1,1
63,31,1,3,125,0,0,0,1,0
25,99,1,1,323,0,0,0,0,0
61,41,2,1,0,0,0,0,0,0
46,39,4,2,0,0,0,0,1,0
57,51,1,1,0,0,0,0,1,1
40,52,3,3,113,0,0,0,1,0
49,169,3,3,167,1,0,1,0,1
30,141,1,1,0,0,0,0,1,0
41,93,4,1,218,0,0,0,0,0
42,14,3,2,0,0,1,0,0,0
63,160,2,1,0,0,0,0,1,1
43,44,1,1,0,0,1,1,1,0
59,33,3,1,0,0,1,0,0,0
46,103,4,3,0,1,0,0,1,0
33,71,4,3,236,0,0,0,0,0
55,55,1,1,151,0,0,0,1,0
36,113,4,1,0,1,0,0,0,0
47,79,3,2,185,0,1,0,0,0
59,80,2,2,0,0,0,0,1,0
38,179,2,1,380,0,0,0,0,0
42,9,2,3,0,0,0,0,0,0
30,61,4,2,0,0,0,0,1,0
63,111,2,1,207,0,1,1,1,1
60,80,3,1,0,0,0,0,1,0
62,32,3,1,0,0,1,0,0,1
49,83,1,1,0,0,0,0,1,1
59,91,4,2,329,0,0,0,0,0
36,29,4,1,0,0,0,0,1,1
46,19,3,2,0,0,0,0,1,0
35,52,2,2,0,0,0,0,0,1
50,150,1,1,0,0,0,0,1,1
51,32,2,3,0,0,0,0,1,0
41,91,3,3,0,0,0,0,0,0
45,180,3,2,535,1,0,0,0,0
41,121,1,1,0,0,0,0,1,0
57,25,2,3,0,0,0,0,1,1
51,102,1,1,0,0,0,0,1,0
52,44,4,2,107,0,0,0,1,0
43,161,3,2,0,1,0,1,1,1
63,134,3,2,0,1,0,0,0,1
28,43,1,2,0,0,0,0,1,1
43,94,4,2,0,0,0,0,1,0
41,29,2,3,98,0,0,0,0,0
34,38,4,1,0,0,0,0,0,0
28,120,1,1,170,0,0,0,0,0
58,85,2,1,161,0,1,1,1,1
39,89,2,1,0,0,0,0,0,0
49,25,1,3,0,0,0,0,1,0
33,20,3,1,83,0,0,0,0,1
37,125,2,1,0,0,0,0,1,1
33,18,1,3,0,0,0,0,0,0
28,173,2,1,222,0,0,0,1,0
54,34,4,3,0,0,0,0,1,1
63,159,4,2,111,1,0,0,0,0
57,55,3,1,219,0,0,1,1,1
56,32,2,3,0,0,0,0,1,0
54,65,4,3,0,0,0,0,0,1
29,83,3,1,0,0,0,0,1,1
41,30,2,2,0,0,0,0,0,1
58,180,1,1,0,0,0,0,0,1
61,13,2,3,0,0,0,0,1,0
30,35,4,1,0,0,0,0,1,1
62,95,3,1,0,0,0,0,0,0
52,83,1,1,0,0,0,0,1,0
29,39,4,1,137,0,0,0,1,1
46,54,1,3,154,0,0,0,1,1
52,81,1,3,293,0,0,0,0,1
40,53,4,3,0,0,0,0,0,0
49,119,1,1,398,0,0,0,0,0
34,160,4,3,0,1,0,0,0,1
35,21,2,2,0,0,0,0,0,0
26,40,1,3,0,0,0,0,1,0
65,69,4,2,0,0,0,0,1,0
52,45,1,2,0,0,0,0,0,0
32,55,4,2,0,0,0,0,1,0
31,38,1,3,0,0,0,0,1,0
36,44,4,2,101,0,1,0,1,0
50,45,3,2,117,0,0,0,1,0
36,84,1,2,0,0,0,0,1,1
51,188,2,2,343,1,0,0,1,0
39,29,3,3,151,0,1,0,0,0
